,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8485,670,France,Male,25,7,0.0,2,1,1,144723.38,0
961,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
3277,790,France,Female,41,2,126619.27,1,1,0,198224.38,0
2015,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
7260,773,France,Female,41,7,190238.93,1,1,1,57549.65,0
7497,698,France,Male,27,7,0.0,2,1,0,111471.55,0
9279,727,France,Male,62,5,0.0,2,0,1,38652.96,0
5967,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
5670,497,France,Male,32,8,0.0,2,1,0,67364.42,0
3857,636,France,Female,45,7,139859.23,1,1,1,108402.54,0
9204,646,France,Female,30,5,0.0,2,1,0,13935.32,0
1859,684,France,Male,34,9,0.0,2,1,1,65257.57,0
9729,651,France,Male,23,10,0.0,2,1,1,170099.23,0
4480,655,France,Female,45,0,0.0,2,1,0,166830.71,0
6521,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0
1793,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
1851,799,France,Female,52,4,161209.66,1,1,1,89081.41,0
695,664,France,Male,57,6,0.0,2,1,1,15304.08,0
9365,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
9027,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
1662,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
4854,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0
332,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0
7980,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
3255,507,France,Female,29,4,89349.47,2,0,0,180626.68,0
8513,674,Germany,Female,27,4,111568.01,1,0,1,22026.18,0
8338,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0
4740,535,France,Male,30,6,103804.97,1,1,1,125710.53,0
793,743,Germany,Female,34,1,131736.88,1,1,1,108543.21,0
7500,694,France,Male,47,4,0.0,2,1,0,197528.62,0
7922,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0
9351,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0
1723,630,France,Male,42,6,0.0,2,1,0,162697.93,0
3118,451,France,Male,33,6,0.0,2,1,0,184954.11,0
2608,600,France,Male,32,1,0.0,1,1,1,101986.16,0
2758,624,France,Male,36,6,0.0,2,0,0,84635.64,0
2809,624,France,Female,32,2,79368.87,2,1,1,145471.94,0
1875,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
3976,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0
2680,625,France,Female,39,5,0.0,2,1,0,32615.21,0
6699,709,France,Female,41,3,150300.65,2,1,0,71672.86,0
9496,701,France,Male,37,1,0.0,2,1,0,163457.55,0
6701,653,France,Male,37,7,135847.47,1,1,0,144880.81,0
624,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0
9295,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0
9528,739,France,Male,34,9,0.0,1,1,0,60584.33,0
1091,732,France,Male,36,7,126195.81,1,1,1,133172.48,0
8988,634,France,Male,37,5,115345.86,2,0,0,168781.8,0
8601,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0
3038,744,France,Male,47,9,0.0,2,1,0,113163.17,0
7162,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0
5649,629,Spain,Male,29,6,0.0,2,1,1,88842.8,0
7010,639,France,Female,35,8,0.0,1,0,0,164453.98,0
2607,814,France,Male,31,1,118870.92,1,1,0,101704.19,0
6158,671,France,Male,31,0,116234.61,1,1,0,172096.08,0
7632,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
9423,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0
9930,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0
2246,717,Spain,Female,39,6,0.0,2,1,0,93275.61,0
9019,421,France,Male,34,2,0.0,2,1,1,96615.23,0
7880,744,France,Female,38,9,0.0,2,0,0,20940.76,0
5141,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0
2287,556,France,Male,26,4,0.0,1,1,0,195167.38,0
3087,439,France,Male,36,2,165536.28,2,1,1,123956.83,0
4389,660,France,Male,30,7,146301.31,1,0,0,96847.91,0
6889,473,France,Female,25,6,110666.42,2,0,0,46758.42,0
2595,633,France,Male,29,10,130206.28,1,1,0,184654.87,0
8917,642,France,Male,62,7,0.0,2,1,1,61120.75,0
7145,683,France,Male,30,4,114779.35,1,0,0,183171.47,0
3036,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
4802,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0
8268,787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
7468,542,Spain,Female,26,2,0.0,2,1,1,54869.54,0
3687,668,France,Female,32,2,0.0,2,1,1,40652.33,0
4536,642,France,Female,55,7,0.0,2,1,1,101515.76,0
5785,753,France,Male,48,4,0.0,2,0,1,146821.42,0
2674,804,France,Male,25,7,108396.67,1,1,0,128276.95,0
4639,789,France,Female,27,8,66201.96,1,1,1,79458.12,0
6155,759,France,Male,26,4,0.0,2,1,0,135394.62,0
3288,640,France,Female,30,6,107499.7,1,1,1,187632.22,0
1733,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
3374,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
4721,757,France,Female,44,4,123322.15,1,1,0,137136.29,0
7968,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
5465,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0
2001,661,France,Female,27,3,0.0,2,1,1,76889.79,0
6145,530,Spain,Female,22,7,0.0,2,1,0,104170.48,0
3749,427,France,Male,33,8,0.0,1,1,1,13858.95,0
6939,570,France,Female,43,9,0.0,2,0,1,11417.26,0
4138,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
9434,638,Spain,Female,34,7,0.0,2,0,0,3946.29,0
4821,511,France,Female,33,3,0.0,2,1,0,132436.71,0
6747,541,France,Male,34,3,128743.55,1,1,0,134851.12,0
6452,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0
9937,700,France,Female,42,8,0.0,2,1,1,105305.72,0
9713,714,France,Male,40,9,46520.69,1,1,1,96687.25,0
5869,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
1890,731,France,Male,33,4,0.0,2,1,1,74945.11,0
4616,778,France,Male,37,3,141803.77,1,0,1,179421.84,0
1849,581,Spain,Female,29,8,0.0,2,1,0,46735.19,0
6385,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
1191,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0
2422,746,France,Female,29,4,105599.67,1,1,1,43106.17,0
4229,592,France,Female,34,9,0.0,2,1,1,20460.2,0
9843,646,Germany,Male,24,0,92398.08,1,1,1,18897.29,0
3568,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
669,640,France,Female,42,5,176099.13,1,1,1,8404.73,0
7486,814,France,Male,49,8,0.0,2,0,0,157822.54,0
3411,711,France,Female,37,8,113899.92,1,0,0,80215.2,0
5330,616,France,Male,29,9,0.0,1,1,1,166984.44,0
8478,639,France,Male,66,0,0.0,2,0,1,42240.54,0
4957,752,France,Male,39,3,0.0,1,1,0,188187.05,0
5612,759,France,Female,31,1,109848.6,1,1,1,42012.55,0
908,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
6235,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
9287,688,France,Female,32,5,0.0,2,0,1,177607.77,0
9176,573,France,Male,35,9,0.0,2,1,0,11743.89,0
3657,731,France,Male,30,7,0.0,2,1,1,184581.68,0
6275,642,Spain,Female,33,9,0.0,2,1,1,150475.14,0
2881,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
7612,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
9483,692,France,Female,36,3,79551.12,1,0,1,178267.07,0
726,580,France,Male,37,9,0.0,2,0,1,77108.66,0
5265,560,France,Female,27,5,0.0,2,1,0,131919.48,0
3791,705,France,Female,38,3,123894.43,1,1,0,21177.1,0
7623,719,France,Male,61,5,0.0,2,0,1,29132.43,0
7819,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0
6982,753,France,Female,50,4,0.0,2,1,1,861.4,0
8133,720,France,Female,34,3,118307.57,2,1,1,136120.29,0
748,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0
4139,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
2791,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
1738,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
5086,719,Spain,Male,50,2,0.0,2,0,0,10772.13,0
3723,715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0
99,413,France,Male,34,9,0.0,2,0,0,6534.18,0
8895,699,France,Female,40,8,122038.34,1,1,0,102085.35,0
2368,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0
9737,710,Spain,Male,22,8,0.0,3,1,0,107292.91,0
4143,500,France,Male,45,2,109162.82,1,1,1,126145.08,0
8557,729,France,Female,32,7,38550.06,1,0,1,179230.23,0
2511,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
8189,715,France,Male,21,8,0.0,2,1,0,68666.63,0
3091,656,France,Male,37,2,0.0,2,0,1,67840.81,0
3575,640,France,Female,66,9,116037.76,1,0,1,184636.05,0
7333,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
9190,646,France,Female,46,8,0.0,2,1,0,133059.15,0
1326,781,France,Female,38,3,128345.69,2,1,0,63218.85,0
9793,772,Germany,Female,42,0,101979.16,1,1,0,90928.48,0
8584,731,France,Male,19,6,0.0,2,1,1,151581.79,0
4657,687,France,Male,48,4,0.0,2,1,1,170893.85,0
4682,809,France,Male,24,7,109558.36,1,1,0,183515.13,0
4468,437,France,Female,39,0,102721.49,1,0,0,22191.82,0
9708,737,Germany,Female,22,10,111543.26,2,0,0,106327.85,0
4840,411,France,Female,35,2,0.0,2,1,1,93825.78,0
8772,768,France,Male,30,6,0.0,2,1,1,199454.37,0
8816,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0
8222,604,Germany,Male,25,7,165413.43,1,1,1,35279.74,0
2061,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0
4472,660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0
6089,771,France,Male,27,2,0.0,2,1,1,199527.34,0
8132,692,Spain,Female,29,4,0.0,2,0,0,138880.24,0
9102,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0
2354,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0
32,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0
6902,457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
5061,633,France,Female,42,1,0.0,2,1,0,56865.62,0
4800,690,France,Male,39,6,0.0,2,1,0,160532.88,0
986,566,France,Male,36,1,142120.91,1,1,0,79616.37,0
5768,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
7368,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
6225,598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0
9537,783,France,Male,40,6,0.0,2,1,0,109742.55,0
9621,718,Germany,Female,33,4,70541.06,1,0,0,88592.8,0
390,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
3231,646,France,Male,36,6,124445.52,1,1,0,88481.32,0
1442,683,France,Male,43,8,0.0,1,1,0,96754.8,0
1521,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0
1690,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
9631,526,France,Female,37,5,53573.18,1,1,0,62830.97,0
4987,452,France,Female,35,7,0.0,2,1,0,164241.67,0
5861,562,France,Male,48,3,92347.96,1,1,1,163116.75,0
2941,555,Spain,Female,26,9,0.0,2,0,1,158918.03,0
8765,675,France,Male,39,1,0.0,2,1,0,153129.22,0
7230,670,France,Male,37,2,0.0,2,1,1,54229.74,0
7182,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
760,600,France,Female,43,5,134022.06,1,1,0,194764.83,0
7983,774,France,Female,36,9,114997.42,1,1,0,75304.09,0
4238,655,France,Female,39,6,94631.26,2,1,1,148948.52,0
3320,712,France,Male,24,2,0.0,1,0,1,121232.51,0
437,516,France,Male,35,10,104088.59,2,0,0,119666.0,0
4464,641,France,Male,41,6,0.0,2,1,0,65396.79,0
9029,594,Germany,Male,18,1,132694.73,1,1,0,167689.56,0
4717,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0
3573,670,France,Male,68,4,0.0,2,1,1,11426.7,0
5578,687,Spain,Female,50,5,0.0,2,1,0,110230.4,0
7626,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0
7840,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0
7777,711,France,Female,21,0,82844.33,2,0,1,1408.68,0
2409,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0
3174,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0
4058,557,France,Male,39,8,146200.01,1,1,0,177944.64,0
3142,697,France,Female,76,7,0.0,2,0,1,188772.45,0
4192,632,France,Male,60,2,0.0,2,0,1,2085.32,0
5193,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
3924,653,France,Female,40,0,0.0,2,1,0,35795.85,0
4872,790,Spain,Male,32,3,0.0,1,1,0,91044.47,0
4562,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
6914,702,France,Male,40,7,145536.9,1,0,1,135334.24,0
1097,543,France,Male,36,6,0.0,2,1,0,176728.28,0
2250,706,Spain,Male,20,8,0.0,2,1,1,12368.11,0
3607,682,France,Male,37,5,0.0,2,0,1,112554.68,0
928,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0
5344,787,France,Male,25,5,0.0,2,1,0,47307.9,0
5978,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
6689,630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0
3491,570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0
5546,786,France,Male,32,9,0.0,2,1,0,133112.41,0
1041,722,France,Male,30,5,0.0,2,1,0,166376.54,0
18,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0
7770,699,France,Male,29,3,125689.29,1,1,1,151623.71,0
3805,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0
2127,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0
583,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0
3669,653,France,Male,29,2,0.0,2,1,1,41671.81,0
7511,757,France,Male,38,0,0.0,1,1,0,83263.06,0
5896,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
9846,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0
4692,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
9787,553,France,Male,32,7,64082.09,1,0,1,109159.58,0
7273,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0
2753,480,France,Female,28,6,0.0,2,0,0,48131.92,0
7685,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0
9415,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
5550,733,France,Female,44,6,168165.84,1,0,1,197193.49,0
4951,658,France,Male,20,7,0.0,2,0,0,187638.34,0
4771,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0
5107,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
7386,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0
5281,687,Spain,Male,31,3,0.0,2,0,0,48228.1,0
9113,521,Germany,Female,29,2,87212.8,1,1,1,994.86,0
8771,681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0
2800,769,France,Male,51,9,156773.78,2,1,0,40257.79,0
9449,663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0
8711,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0
7090,601,France,Male,47,1,64430.06,2,0,1,96517.97,0
7976,849,France,Male,35,4,110837.73,1,0,0,126419.8,0
5529,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
3766,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
2008,639,France,Male,43,6,99610.92,2,1,0,187296.78,0
2942,850,France,Female,42,9,113311.11,1,1,1,198193.75,0
7741,441,France,Male,60,1,140614.15,1,0,1,174381.23,0
4960,811,France,Male,42,10,0.0,2,1,1,3797.79,0
2562,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
304,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
5224,803,Spain,Male,43,3,0.0,1,1,0,72051.44,0
7202,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
4715,800,Spain,Male,38,1,0.0,2,1,0,51553.43,0
9336,695,France,Male,49,9,159458.53,1,1,0,135841.35,0
1904,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
9887,684,Spain,Male,24,8,143582.89,1,1,1,22527.27,0
1948,680,Spain,Male,35,9,0.0,2,0,0,143774.06,0
3264,738,France,Male,35,5,161274.05,2,1,0,181429.87,0
8258,590,France,Male,41,1,89086.31,1,1,0,24499.97,0
3335,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0
6547,656,France,Female,30,4,74323.2,1,1,1,22929.08,0
647,578,France,Male,38,7,82259.29,1,1,0,8996.97,0
6673,729,France,Female,36,8,109106.8,1,0,0,121311.12,0
1225,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0
758,633,France,Female,37,9,156091.97,1,1,0,72008.61,0
5656,663,France,Female,27,9,0.0,2,1,0,150850.29,0
6748,756,France,Male,31,10,122647.32,1,0,0,61666.87,0
9301,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0
3900,809,France,Male,36,9,68881.59,2,0,1,109135.11,0
4622,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
8249,586,France,Female,38,6,0.0,2,1,1,37935.83,0
7186,653,France,Male,44,8,0.0,2,1,1,154639.72,0
8639,811,France,Male,30,6,0.0,2,1,1,180591.32,0
1154,538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0
6265,850,France,Male,37,6,0.0,2,1,0,109291.22,0
783,571,France,Female,35,8,0.0,2,0,0,84569.13,0
4363,634,Spain,Female,35,10,0.0,1,1,0,82634.41,0
778,754,France,Male,28,8,0.0,2,1,1,52615.62,0
6634,480,France,Female,42,1,152160.21,2,1,0,101778.9,0
969,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0
3455,842,France,Male,29,8,0.0,2,1,1,123437.05,0
4002,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0
2651,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
3227,691,France,Male,26,9,136623.19,1,1,0,153228.0,0
5289,613,Spain,Male,19,5,0.0,1,1,1,176903.35,0
3025,759,France,Female,39,6,0.0,2,1,1,140497.67,0
5379,627,France,Female,21,7,98993.02,1,1,1,169156.64,0
7419,748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
7392,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
8192,589,France,Male,36,8,114435.47,1,1,0,26955.72,0
7169,490,France,Male,34,5,122952.9,2,0,0,154360.97,0
2260,576,France,Male,55,9,0.0,2,1,1,94450.97,0
344,718,France,Female,25,7,0.0,2,1,0,30380.12,0
7613,634,France,Female,37,7,51582.5,2,1,1,184312.88,0
3011,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
8128,695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
370,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
2796,697,France,Female,39,6,151553.19,1,1,1,44946.29,0
8109,661,France,Female,34,0,0.0,2,1,0,185555.63,0
6502,611,France,Female,40,2,125879.29,1,1,0,93203.43,0
9142,494,France,Female,35,9,112727.06,2,1,0,183752.91,0
724,694,France,Male,36,3,97530.25,1,1,1,117140.41,0
5445,451,France,Female,36,2,0.0,2,1,1,180142.42,0
2797,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0
4019,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0
1477,776,France,Male,37,2,0.0,1,0,1,8065.0,0
4118,529,France,Male,28,9,0.0,2,1,1,52545.24,0
2173,698,France,Female,46,0,0.0,2,1,1,125962.02,0
9610,455,France,Male,40,1,0.0,3,0,1,129975.34,0
4588,422,France,Male,41,6,153238.88,1,1,0,11663.09,0
9175,519,France,Female,38,7,125328.56,1,1,0,188225.67,0
2045,668,France,Female,31,9,0.0,2,0,0,41291.73,0
388,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0
5786,588,France,Male,40,5,0.0,2,0,0,100727.68,0
5450,803,France,Male,33,6,0.0,2,1,0,115676.61,0
9886,675,Spain,Male,31,2,90826.27,2,1,0,60270.87,0
9590,772,Germany,Male,34,7,111565.91,1,1,1,121073.23,0
8150,760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0
7991,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
604,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
7583,682,France,Male,26,8,0.0,2,1,0,178373.43,0
9836,587,France,Male,39,10,0.0,2,1,1,170409.45,0
5160,510,France,Male,44,6,0.0,2,1,1,175518.31,0
5355,597,France,Female,29,1,132144.35,1,1,0,158086.33,0
5907,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
3682,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0
8294,704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0
4853,684,France,Female,41,6,135203.81,2,1,1,121967.88,0
3030,676,France,Male,20,1,80569.73,1,0,0,68621.98,0
3649,597,France,Male,41,4,153198.23,1,1,1,92090.36,0
6552,793,Germany,Female,34,5,127758.09,1,1,0,143357.03,0
4226,651,Spain,Female,36,8,0.0,2,1,0,91652.43,0
7838,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0
7956,850,France,Male,81,5,0.0,2,1,1,44827.47,0
1246,666,France,Female,66,7,0.0,2,1,1,99792.82,0
9386,717,Germany,Female,33,10,102185.42,2,1,0,23231.93,0
4891,765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0
801,671,Germany,Female,44,0,84745.03,2,0,1,34673.98,0
3653,688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
7856,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0
2358,669,France,Male,43,1,163159.85,1,0,1,15602.8,0
4167,850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0
9095,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
6835,810,France,Male,33,6,0.0,2,1,1,77965.67,0
5627,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
820,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0
7550,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
9766,800,Germany,Male,39,4,95252.72,1,1,0,13906.34,0
9103,671,France,Female,29,3,0.0,2,1,0,158043.11,0
3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
670,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0
1794,823,France,Male,38,1,0.0,2,1,0,156603.7,0
6390,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
2199,762,France,Male,29,6,141389.06,1,1,0,54122.89,0
9899,660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0
4823,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
8319,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0
4397,659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0
7697,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0
4442,676,France,Male,38,1,0.0,2,0,1,35644.79,0
6949,766,Germany,Male,37,2,99660.13,2,0,1,147700.78,0
1810,651,France,Female,65,0,0.0,2,1,1,190454.04,0
5756,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0
2129,702,France,Male,34,4,100054.77,1,1,0,109496.45,0
91,808,France,Male,45,7,118626.55,2,1,0,147132.46,0
2300,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0
4290,650,Spain,Female,23,5,0.0,1,1,1,180622.43,0
5411,642,France,Female,40,7,0.0,2,1,0,10712.82,0
849,705,France,Male,25,0,97544.29,1,0,1,59887.15,0
2160,727,France,Male,28,5,0.0,2,0,1,19653.08,0
2893,657,France,Male,50,9,0.0,2,0,0,37171.46,0
1060,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
1483,850,France,Male,36,1,104077.19,2,0,1,68594.0,0
7087,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0
2968,696,Spain,Female,36,7,0.0,2,1,1,82298.59,0
3302,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
9109,681,Spain,Male,33,10,0.0,1,0,0,158336.36,0
3340,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
8046,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
9459,650,France,Female,47,9,0.0,1,1,0,187943.6,0
1800,713,France,Female,59,3,0.0,2,1,1,62700.08,0
150,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0
1699,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
5323,622,France,Male,32,5,179305.09,1,1,1,149043.78,0
5851,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
9350,615,Spain,Male,42,4,0.0,3,0,1,120321.09,0
325,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
7060,712,France,Female,32,1,0.0,2,1,0,1703.58,0
5383,579,France,Male,28,4,0.0,2,1,1,176925.69,0
4881,579,France,Male,31,6,0.0,2,1,0,26149.25,0
4046,650,France,Male,37,9,0.0,2,1,0,17974.08,0
9006,661,Spain,Male,20,8,0.0,1,1,0,110252.53,0
6934,550,Spain,Male,39,2,116120.19,2,1,1,195638.13,0
8834,657,France,Male,34,3,107136.6,1,1,0,153895.46,0
2445,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
6363,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
77,678,France,Female,32,9,0.0,1,1,1,148210.64,0
2142,690,France,Male,35,6,112689.95,1,1,0,176962.31,0
4031,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0
6796,651,France,Female,25,8,0.0,2,1,1,126761.2,0
967,637,Spain,Female,34,9,0.0,2,0,0,26057.08,0
7532,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
4475,640,France,Male,40,8,110340.68,1,1,1,157886.6,0
1679,712,France,Female,42,1,87842.98,1,0,0,92223.59,0
6973,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0
9394,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0
9048,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0
4282,487,France,Female,53,10,89550.85,1,0,1,90076.85,0
1869,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
9867,787,France,Male,32,4,0.0,2,1,1,13238.93,0
5751,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
9914,496,France,Female,34,1,102723.35,2,1,0,180844.81,0
222,567,France,Male,42,2,0.0,2,1,1,167984.61,0
7846,557,France,Female,27,3,87739.08,1,1,1,123096.56,0
5195,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
2691,721,France,Female,37,1,0.0,2,1,0,70810.8,0
2180,649,France,Female,42,7,0.0,2,0,1,22974.01,0
3059,631,France,Female,33,8,0.0,2,0,0,117374.22,0
3498,686,France,Female,41,7,152105.57,2,0,1,132374.41,0
3593,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0
8318,520,France,Female,39,6,145644.05,1,0,0,104118.93,0
7751,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0
50,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
4066,823,France,Female,44,1,0.0,2,0,1,182495.7,0
4183,486,France,Male,26,2,0.0,2,1,1,31399.4,0
